Exoplanet,TIC ID,Period,Semi-Major Axis,Radius (J),Mass (E),Mass (J),Eccentricity,TTV Flag,Temperature (Star),Radius (Star),Mass (Star),Metallicity (Star),Logg (Star),Transit Mid Point,Transit Duration,Temperature Error (Star),Radius Error (Star),Metallicity Error (Star),Logg Error,Inclination,Periastron,Right Ascension,Declination,Galactic Lattitude,Galactic Longitude,Distance (pc),Parallax (mas),TESS Magnitude,Period Error,Transit Mid Point Error,Semi Major Axis Error,Planet Radius Error (J),Inclination Error,Periastron Error,Eccentricity Error,Archive,Transits,Date,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity,Archive Used,Observation Depth,Observation Sensitivity,Binned Observation Sensitivity,Total Cadences
HD 177830 b,TIC 265052133,410.10001,1.14,1.2,537.1327,1.69,0.1,0,4901.0,3.26,1.7,0.42,3.64,,,37.0,0.12,,0.07,,85.0,286.3363574,25.9204327,8.67193,57.68396,62.7674,15.903,6.2779,2.2,,0.03,,,31.0,0.05,NASA,,,,,,,,,,,,
HD 177830 c,TIC 265052133,110.9,0.5137,0.702,47.6725,0.15,0.3,0,4949.0,2.62,1.47,0.545,3.65,,,,0.06,0.03,,,110.0,286.3363574,25.9204327,8.67193,57.68396,62.7674,15.903,6.2779,0.1,,0.0003,,,29.0,0.1,NASA,,,,,,,,,,,,
HD 178911 B b,TIC 42812945,71.484,0.34,1.12,2552.1749,8.03,0.11,0,5588.0,1.08,1.24,0.24,4.46,,,115.0,0.05,,0.2,,168.2,287.2632091,34.6006972,11.69384,65.99249,40.9727,24.3775,7.3982,0.02,,0.01,,,1.6,0.0,NASA,,,,,,,,,,,,
HD 178911 B b,,71.484,0.344904,,,,0.114,,5667.87,0.894377,1.06421,0.284922,4.55434,,,44.0,0.0323563,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 178911 B b,,71.487,0.32,,,,0.1243,,5650.0,1.14,1.07,0.28,,,,80.0,,0.08,,,169.8,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 178911 B b,,71.487,0.32,,,,0.1243,,5650.0,1.14,1.07,0.28,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 179079 b,,14.4708,0.1214,,,,0.115,,5724.0,1.48,1.087,0.29,,,,44.0,,0.04,,,357.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 179079 b,TIC 48917782,14.479,0.1214,0.488,25.74423,0.081,0.049,0,5646.0,1.63,1.14,0.24,4.16,,,,0.09,,0.03,,308.0,287.7903733,-2.6387703,-5.59005,32.82704,69.7116,14.3167,7.3186,0.01,,0.0068,,,77.0,0.087,NASA,,,,,,,,,,,,
HD 179079 b,,14.476,0.119635,,,,0.115,,5724.0,1.33814,1.09,0.29,4.24,,,44.0,0.0453368,0.04,0.08,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 179079 b,,14.476,0.11,,,,0.115,,5724.0,1.48,1.087,0.29,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 179949 b,,3.0925,0.045,1.05,,,0.0104,,6260.0,1.19,1.28,0.22,,,,43.0,,0.05,,,189.3,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 179949 b,,3.0925,0.045,,,,0.022,,6260.0,1.19,1.28,0.22,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 179949 b,,3.092514,0.0439208,,,,0.022,,6168.3,1.22645,1.181,0.136947,4.34052,,,44.0,0.0409947,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 179949 b,TIC 2288734,3.092514,0.0443,1.24,291.12,0.916,0.022,0,6168.0,1.25,1.21,0.137,4.34,,,,0.03,,,,192.0,288.8890182,-24.1797939,-15.78659,13.45534,27.4573,36.3915,5.7365,3.2e-05,,0.0026,,,,0.015,NASA,,,,,,,,,,,,
HD 180053 b,TIC 29898060,213.72,0.843,1.19,697.31902,2.194,0.081,0,5131.0,4.06,1.75,0.25,3.54,,,,,0.1,,,76.0,288.4008374,34.9146658,10.98272,66.68904,137.043,7.26823,7.15647,0.47,,0.063,,,21.0,0.029,NASA,,,,,,,,,,,,
HD 180053 b,,213.72,0.843,,,,0.081,,5131.0,4.06,1.75,,,,,,,,,,76.0,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 180053 b,,213.72,,1.203,,,,,5130.0,4.06,1.75,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 180314 b,,396.03,1.45528,,,,0.257,,4917.0,7.38571,2.6,0.2,2.98,,,100.0,0.236375,0.09,0.1,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 180314 b,,396.03,1.4,,,,0.257,,4917.0,9.2,2.6,0.2,,,,100.0,0.4,0.09,,,302.1,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 180314 b,,396.03,1.4,,,,0.257,,4917.0,9.2,2.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 180314 b,TIC 392658786,396.03,1.46,1.08,6397.9179,20.13,0.26,0,4924.0,8.13,2.2,0.14,2.96,,,25.0,0.3,,0.04,,303.1,288.7094401,31.8604391,9.41869,64.0106,122.362,8.14366,5.75921,0.62,,0.06,,,2.3,0.01,NASA,,,,,,,,,,,,
HD 180617 b,,105.9,0.3357,,,,0.16,,3557.0,0.453,0.45,0.0,,,,,,,,,269.0,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 180617 b,TIC 176188045,105.911,0.343,0.315,12.214,0.03843,0.101,0,3534.0,0.48,0.48,-0.04,4.9,,,51.0,0.01,0.16,0.07,,257.433,289.2277322,5.1631615,-3.28372,40.44072,5.91059,169.159,6.94253,0.109,,0.004,,,51.256,0.053,NASA,,,,,,,,,,,,
HD 180777 b,,28.44,0.22,,,,0.2,,7250.0,,1.7,,,,,,,,,,56.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 180902 b,,510.9,1.4,1.221,,,0.107,,4961.0,4.16,1.41,0.04,,,,44.0,0.1,0.03,,,181.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 180902 b,TIC 11782681,510.9,1.4,1.2,535.54355,1.685,0.107,0,4961.0,4.16,1.41,0.04,3.36,,,,,0.03,,,181.0,289.8239604,-23.5582432,-16.32996,14.39883,104.577,9.53385,6.95111,1.5,,0.11,,,12.0,0.022,NASA,,,,,,,,,,,,
HD 180902 b,,479.0,1.38103,,,,0.09,,5040.0,3.85021,1.53,0.01,3.41,,,47.0,0.123925,0.04,0.18,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 180902 b,,479.0,1.39,,,,0.09,,5030.0,4.1,1.52,0.04,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181234 b,,7462.0575,7.52,,,,0.73,,5386.0,1.05,1.01,0.32,,,,,,,,,93.3,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181234 b,,7462.06,7.52,,,,0.73,,5386.0,1.05,1.01,0.32,,,,60.0,0.07,0.05,,,93.3,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 181234 b,TIC 3409107,7462.0575,7.52,1.12,2660.2371,8.37,0.73,0,5386.0,1.05,1.01,0.32,4.25,,,60.0,0.07,0.05,0.11,,93.3,289.9998695,-9.32497,-10.54743,27.7801,47.7458,20.9155,7.8552,80.355,,0.16,,,1.7,0.01,NASA,,,,,,,,,,,,
HD 181342 b,,663.0,1.777,,,,0.177,,4965.0,4.76324,1.7,0.15,3.27,,,56.0,0.152854,0.04,0.19,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 181342 b,,564.1,1.592,1.19,,,0.022,,4945.0,4.71,1.69,0.26,,,,44.0,0.1,0.03,,,290.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 181342 b,TIC 12192000,564.1,1.592,1.18,807.2882,2.54,0.022,0,4945.0,4.71,1.69,0.26,3.28,,,,,0.03,,,290.0,290.2674078,-23.6196996,-16.7282,14.50487,120.391,8.27778,6.69734,4.1,,0.091,,,110.0,0.051,NASA,,,,,,,,,,,,
HD 181342 b,,663.0,1.78,,,,0.177,,5014.0,4.6,1.84,0.26,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181433 b,,9.3745,0.0801,,,,0.336,,4962.0,,0.78,0.33,,,,134.0,,0.13,,,210.4,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 181433 b,,9.3743,0.0800943,,,,0.396,,4962.0,1.00831,0.78,0.33,4.37,,,134.0,0.0697642,0.13,0.26,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 181433 b,,9.3743,0.08,,,,0.396,,4962.0,,0.78,0.33,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181433 b,TIC 410399074,9.3743,0.08,0.214,6.3566,0.02,0.4,0,4918.0,0.79,0.63,0.38,4.45,,,15.0,0.01,,0.04,,202.0,291.2873731,-66.4677838,-28.04356,329.51487,26.8762,37.1787,7.4903,0.0019,,0.0,,,10.0,0.06,NASA,,,,,,,,,,,,
HD 181433 c,,962.0,1.75604,,,,0.28,,4962.0,1.00831,0.78,0.33,4.37,,,134.0,0.0697642,0.13,0.26,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 181433 c,TIC 410399074,962.0,1.76,1.26,203.0,0.64,0.28,0,4962.0,0.81,0.78,0.33,4.37,,,134.0,0.07,0.13,0.26,,21.4,291.2873731,-66.4677838,-28.04356,329.51487,26.8762,37.1787,7.4903,15.0,,,,,3.2,0.02,NASA,,,,,,,,,,,,
HD 181433 c,,962.0,1.76,,,,0.28,,4962.0,,0.78,0.33,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181433 c,,1014.5,1.819,,,,0.235,,4962.0,,0.78,0.33,,,,134.0,,0.13,,,8.6,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 181433 d,,7012.0,6.6,,,,0.469,,4962.0,,0.78,0.33,,,,134.0,,0.13,,,241.4,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 181433 d,,2172.0,3.0,,,,0.48,,4962.0,,0.78,0.33,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181433 d,TIC 410399074,2172.0,3.0,1.27,171.0,0.54,0.48,0,4962.0,0.81,0.78,0.33,4.37,,,134.0,0.07,0.13,0.26,,-30.0,291.2873731,-66.4677838,-28.04356,329.51487,26.8762,37.1787,7.4903,158.0,,,,,13.0,0.05,NASA,,,,,,,,,,,,
HD 181433 d,,2172.0,3.02208,,,,0.48,,4962.0,1.00831,0.78,0.33,4.37,,,134.0,0.0697642,0.13,0.26,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 181720 b,,956.0,1.78,,,,0.26,,5781.0,,0.92,-0.53,,,,,,,,1.0,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 181720 b,,956.0,1.78,,,,0.26,,5781.0,,0.92,-0.53,,,,18.0,,0.02,,1.75,177.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 181720 b,,956.0,1.84741,,,,0.26,,5781.0,1.2465,0.92,-0.53,4.24,,,18.0,0.0498583,0.02,0.15,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 181720 b,TIC 112243062,956.0,1.85,1.25,127.132,0.4,0.26,0,5736.0,1.5,1.03,-0.62,4.09,,,37.0,0.07,,0.08,,177.0,290.7212224,-32.9208401,-20.48764,5.51512,60.2046,16.5816,7.2562,14.0,,0.04,,,12.0,0.06,NASA,,,,,,,,,,,,
HD 183263 b,,626.5,1.51,,,,0.357,,5888.0,1.21,1.17,0.3,,,,,,,,,233.5,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 183263 b,,625.1,1.486,,,,0.3728,,5936.0,1.117,1.121,0.302,,,,,,,,,232.9,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 183263 b,TIC 134245358,626.51599,1.49,1.16,1255.4285,3.95,0.36,0,5948.0,1.23,1.31,0.29,4.37,,,27.0,0.02,,0.01,,232.9,292.1022982,8.3579183,-4.30987,44.60924,54.1955,18.4229,7.3033,1.1,,0.02,,,1.4,0.01,NASA,,,,,,,,,,,,
HD 183263 b,,626.516,1.49006,,,,0.35672,,5936.41,1.11717,1.121,0.301955,4.40343,,,44.0,0.0379547,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 183263 c,,5048.0,5.98,,,,0.073,,5936.0,1.117,1.121,0.302,,,,,,,,,284.9,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 183263 c,TIC 134245358,3070.0,4.35,1.16,1134.61,3.57,0.239,0,5867.0,1.29,1.06,0.27,4.24,,,142.06,0.05,0.1,0.09,,345.0,292.1022982,8.3579183,-4.30987,44.60924,54.1955,18.4229,7.3033,110.0,,0.28,,,12.0,0.064,NASA,,,,,,,,,,,,
HD 183263 c,,2950.0,4.25,,,,0.253,,5888.0,1.21,1.17,0.3,,,,,,,,,339.6,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 183263 c,,3066.0,4.29488,,,,0.23873,,5936.41,1.11717,1.121,0.301955,4.40343,,,44.0,0.0379547,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 183579 b,,17.471259700465573,0.1347364803684565,0.0331206336796828,,,0.0,,,,,,,2458661.0633045933,,,,,,90.79686198185512,90.0,,,,,,,,3.545811560442293e-05,0.0004949690745287,0.0068595969820311,0.0003056344747044,0.6759112980129606,0.0,0.0,SPEARNET UNCOUPLED,3.0,11-Apr-2021 22:37:35,0.0004117017965342,0.0002405770679703,0.0010969763753437,2.6644925637395764,4.559771156073605,NASA,0.0012506924065092,3.03785996815576,5.198718302875016,2330.0
HD 183579 b,TIC 320004517,17.471278,0.1334,0.317,19.7,0.06198,0.28,0,5788.0,0.98,1.03,-0.023,4.5,2458661.06315,4.36,44.0,0.04,0.05,0.03,89.33,,293.2866147,-54.5327284,-27.69962,343.06161,57.2651,17.434,8.0888,5.8e-05,0.00078,0.0062,0.013,0.41,,,NASA,,,,,,,,,,,,
HD 183579 b,,17.471278,0.1334,0.317,,,0.28,,5788.0,0.98,1.03,-0.023,,,,,,,,89.33,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 183579 b,,17.471278,0.1334,0.3167,,,0.28,,5788.0,0.985,1.031,-0.023,,,,44.0,0.037,0.05,,89.33,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 184601 b,,849.35,1.76,,,,0.49,,,,,,,,,,,,,,137.71,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 185269 A b,,6.838,0.077,,,,0.3,,5980.0,1.88,1.28,0.11,,,,50.0,0.1,0.05,,,173.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 185269 b,TIC 213721036,6.83776,0.077,1.23,321.0083,1.01,0.229,0,5923.0,2.0,1.3,0.11,3.92,,,,,0.05,,,176.2,294.2987668,28.499514,3.58055,63.27132,51.9917,19.2049,6.12,0.00027,,0.0034,,,3.5,0.014,NASA,,,,,,,,,,,,
HD 185269 b,,6.8378503,0.0765701,,,,0.295952,,5980.0,2.59,1.28,-0.025,3.94,,,44.0,0.19,0.03,0.07,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 185269 b,,6.838,0.077,,,,0.3,,5980.0,1.88,1.28,0.11,,,,,,,,,173.0,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 187085 b,,986.0,2.02754,,,,0.47,,6075.15,1.31178,1.143,0.0882322,4.27584,,,44.0,0.0434687,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 187085 b,,986.0,2.05,,,,0.47,,6075.0,,1.22,0.05,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 187085 b,,986.0,2.05,,,,0.47,,6075.0,,1.22,0.05,,,,30.0,,0.03,,,94.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 187085 b,TIC 300081980,1019.74,2.1,1.24,265.70588,0.836,0.251,0,6117.0,1.27,1.19,0.12,4.28,,,27.0,0.07,0.04,0.04,,98.315,297.3915731,-37.7809929,-27.12011,2.20149,45.8993,21.758,6.6894,21.29,,0.032,,,78.336,0.221,NASA,,,,,,,,,,,,
HD 187123 b,,3.0965828,0.042091,,,,0.0102736,,5814.99,1.14277,1.037,0.121412,4.35896,,,44.0,0.0386933,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 187123 b,TIC 58559140,3.0965828,0.0426,1.27,166.218,0.523,0.0103,0,5790.0,1.15,1.04,0.09,4.33,,,157.71,0.06,0.1,0.08,,25.0,296.7428786,34.41899,4.67926,69.46581,45.9548,21.7316,7.2466,7.8e-06,,0.0025,,,,0.0059,NASA,,,,,,,,,,,,
HD 187123 b,,3.0965886,0.04213,,,,0.0093,,5815.0,1.143,1.037,0.121,,,,,,,,,360.0,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 187123 b,,3.0965828,0.0426,,,,0.01,,5714.0,1.17,1.06,0.16,,,,,,,,,25.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 187123 c,,3810.0,4.89,,,,0.252,,5714.0,1.17,1.06,0.16,,,,,,,,,250.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 187123 c,,3380.0,4.46,,,,0.295,,5815.0,1.143,1.037,0.121,,,,,,,,,260.4,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 187123 c,TIC 58559140,3810.0,4.89,1.19,632.46,1.99,0.252,0,5790.0,1.15,1.04,0.09,4.33,,,157.71,0.06,0.1,0.08,,243.0,296.7428786,34.41899,4.67926,69.46581,45.9548,21.7316,7.2466,420.0,,0.53,,,19.0,0.033,NASA,,,,,,,,,,,,
HD 187123 c,,3805.6705,4.83146,,,,0.252086,,5814.99,1.14277,1.037,0.121412,4.35896,,,44.0,0.0386933,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 188015 A b,,456.46,1.19,,,,0.15,,,1.1,1.09,0.29,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 188015 b,TIC 11499710,461.2,1.203,1.21,476.72,1.5,0.137,0,5746.0,1.1,1.09,0.289,4.45,,,,0.02,,,,222.0,298.0191857,28.0999769,0.54239,64.56026,50.6706,19.7065,7.6166,1.7,,0.07,,,10.0,0.026,NASA,,,,,,,,,,,,
HD 188015 b,,461.2,1.19018,,,,0.137,,5745.68,1.03281,1.056,0.288779,4.44488,,,44.0,0.0357399,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 188015 b,,456.46,1.19,,,,0.15,,5520.0,1.1,1.09,0.29,,,,,,,,,293.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 189567 b,,14.275,0.1099,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 189567 b,,14.275,0.1099,,,,0.23,,5940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 189733 A b,,2.21857312,0.03142,1.138,,,0.0041,,4980.0,0.788,0.8,-0.03,,,,,,,,85.51,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 189733 b,,2.21857312,0.03142,1.138,,,0.0041,,4875.0,0.805,0.8,-0.03,,2453988.80336,,43.0,0.016,0.04,,85.51,90.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 189733 b,,2.21857567,0.0309953,1.138,,,0.0,,5040.0,0.756,0.806,-0.03,4.587,2454279.436714,,50.0,0.018,0.08,0.014,85.71,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 189733 b,TIC 256364928,2.21857567,0.0313,1.13,359.1479,1.13,0.0,0,5052.0,0.75,0.79,-0.02,4.49,2453955.525551,1.803648,16.0,0.01,,0.05,85.71,90.0,300.1821223,22.7097759,-3.92282,60.96214,19.7638,50.5685,6.8481,1.5e-07,9e-06,0.0004,0.01,0.0,,,NASA,,,,,,,,,,,,
HD 190007 b,,11.72,0.092,,,,0.14,,4610.0,0.79,0.77,0.16,,,,,,,,,254.64,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 190007 b,TIC 345217789,11.72,0.092,0.375,16.46,0.05179,0.14,0,4610.0,0.79,0.77,0.16,4.58,,,20.0,0.04,0.05,0.02,,254.64,300.6956339,3.3266992,-14.22203,44.30037,12.7141,78.6238,6.3882,0.001,,0.0008,,,109.93,0.07,NASA,,,,,,,,,,,,
HD 190007 b,,11.72,0.092,,,,0.14,,4610.0,0.79,0.77,0.16,,,,20.0,0.04,0.05,,,254.64,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 190228 b,,1136.1,2.60478,,,,0.531,,5347.98,1.73503,1.821,-0.180288,3.97569,,,44.0,0.0562758,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 190228 b,,1146.0,2.0,,,,0.5,,5176.0,3.02,1.3,-0.24,,,,,0.33,,,4.5,107.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 190360 b,,2867.9,3.92,,,,0.343,,5588.0,1.2,1.04,0.24,,,,80.0,0.033,0.08,,,14.7,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 190360 b,,2915.0369,3.97285,,,,0.313105,,5551.63,1.07528,0.983,0.212773,4.38474,,,44.0,0.0369028,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 190360 b,TIC 105999792,2915.03687,3.97,1.21,489.4582,1.54,0.31,0,5552.0,1.14,0.99,0.24,4.32,,,11.0,0.02,,0.03,,12.9,300.9092476,29.894541,-0.67616,67.41056,16.0069,62.4443,5.0823,29.0,,0.07,,,4.0,0.02,NASA,,,,,,,,,,,,
HD 190360 c,,17.111027,0.129216,,,,0.23747,,5551.63,1.07528,0.983,0.212773,4.38474,,,44.0,0.0369028,0.03,0.06,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 190360 c,TIC 105999792,17.111,0.1304,0.409,19.069,0.06,0.237,0,5549.0,1.17,0.98,0.19,4.29,,,100.43,0.07,0.1,0.08,,5.0,300.9092476,29.894541,-0.67616,67.41056,16.0069,62.4443,5.0823,0.0048,,0.0075,,,26.0,0.082,NASA,,,,,,,,,,,,
HD 190360 c,,17.1186,0.128,,,,0.107,,5588.0,1.2,1.04,0.24,,,,80.0,0.033,0.08,,,305.8,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 190647 b,,1038.1,2.07238,,,,0.18,,5628.0,1.42287,1.1,0.24,4.18,,,20.0,0.046392,0.03,0.05,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 190647 b,TIC 48777312,1176.45,2.231,1.19,630.89255,1.985,0.224,0,5656.0,1.38,1.07,0.23,4.16,,,60.0,0.09,0.02,0.05,,219.541,301.8318167,-35.5395236,-30.03255,5.66045,54.4738,18.3287,7.1278,3.1,,0.019,,,6.821,0.014,NASA,,,,,,,,,,,,
HD 190647 b,,1038.1,2.07,,,,0.18,,5628.0,,1.1,0.24,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 190647 b,,1038.1,2.07,,,,0.18,,5628.0,,1.1,0.24,,,,20.0,,0.03,,,232.5,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 190984 b,,4885.0,5.5,,,,0.57,,5988.0,1.53,0.91,-0.48,,,,25.0,,0.06,,,318.0,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 190984 b,TIC 466222634,4885.0,5.5,1.17,985.2,3.1,0.57,0,5988.0,1.53,0.91,-0.48,4.02,,,25.0,,0.06,0.22,,318.0,302.8779827,-64.6202728,-32.85802,331.57931,148.187,6.71978,8.2184,1600.0,,,,,5.0,0.1,NASA,,,,,,,,,,,,
HD 190984 b,,4885.0,5.5,,,,0.57,,5988.0,1.53,0.91,-0.48,,,,,,,,,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 191806 b,,1606.3,2.8,,,,0.259,,6010.0,,1.14,0.3,,,,,,,,,4.0,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 191806 b,TIC 294684871,1606.3,2.8,1.12,2707.9116,8.52,0.259,0,6010.0,1.4,1.14,0.3,4.45,,,30.0,0.02,0.02,0.03,,4.0,302.368758,52.2767265,10.30093,87.04635,65.6668,15.1995,7.5211,7.2,,0.1,,,4.2,0.017,NASA,,,,,,,,,,,,
HD 191806 b,,1606.3,2.81079,,,,0.259,,6010.0,,1.14,0.3,4.45,,,30.0,,0.02,0.03,,,,,,,,,,,,,,,,,ORG,,,,,,,,,,,,
HD 191806 b,,1606.3,2.8,,,,0.259,,6010.0,,1.14,0.3,,,,30.0,,0.02,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 191939 b,,8.880403,0.0814,0.305,,,,,5427.0,0.94,0.92,-0.16,,,,,,,,88.18,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 191939 b,TIC 269701147,8.880403,0.0814,0.305,11.6,0.0364,,0,5427.0,0.94,0.92,-0.16,4.4,2458715.35554,3.075,50.0,0.02,0.08,0.1,88.18,,302.0256247,66.8503014,17.72195,99.98716,53.6089,18.6247,8.2929,7e-05,0.00064,0.004,0.01,0.21,,,NASA,,,,,,,,,,,,
HD 191939 b,,8.88032454615271,0.084257896323637,0.033392253266842,,,0.0,,,,,,,2458715.3543957,,,,,,88.32265666915319,90.0,,,,,,,,1.30212542892209e-05,0.000247835702639,0.004295565863707,0.000117714374439,0.0536629445129209,0.0,0.0,SPEARNET COUPLED,23.0,28-Feb-2021 17:57:56,,,,,,,,,,
HD 191939 b,,8.880411,0.089,0.3007,,,,,5427.0,0.945,0.92,-0.16,,2458715.35547,,50.0,0.021,0.08,,88.66,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
HD 191939 b,,8.880263477786254,0.0825000787140319,0.0338915256988645,,,0.0,,,,,,,2458715.357442121,,,,,,88.17260968313782,90.0,,,,,,,,1.2160410219538064e-05,0.0002388848464744,0.0041992087439794,0.0001791691425593,0.051162388824981,0.0,0.0,SPEARNET UNCOUPLED,23.0,02-Apr-2021 17:48:37,0.0004499263410232,9.809718253601397e-05,0.0011486355141967,2.552941247192793,11.709159065553242,NASA,0.0012331898406932,2.7408705120233576,12.57110356090472,12522.0
HD 191939 c,TIC 269701147,28.58059,0.1762,0.288,10.5,0.0331,,0,5427.0,0.94,0.92,-0.16,4.4,2458726.0531,4.455,50.0,0.02,0.08,0.1,89.124,,302.0256247,66.8503014,17.72195,99.98716,53.6089,18.6247,8.2929,0.00045,0.0011,0.0089,0.01,0.091,,,NASA,,,,,,,,,,,,
HD 191939 c,,28.57980748904549,0.1700763180595642,0.0317427199890089,,,0.0,,,,,,,2458726.058642141,,,,,,89.01826826658173,90.0,,,,,,,,0.000134475776641,0.0005627463878062,0.008731277209799,0.0001806422696937,0.4805574439631745,0.0,0.0,SPEARNET COUPLED,7.0,06-Mar-2021 04:14:58,,,,,,,,,,
HD 191939 c,,28.58059,0.1762,0.288,,,,,5427.0,0.94,0.92,-0.16,,,,,,,,89.124,,,,,,,,,,,,,,,,OEC,,,,,,,,,,,,
HD 191939 c,,28.5806,0.178,0.2873,,,,,5427.0,0.945,0.92,-0.16,,2458726.0531,,50.0,0.021,0.08,,89.14,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,
